name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, tenderloin roast, loin",100 g,177,7.5g,3g,84mg,56.00 mg,72.0 mg,7.00 mcg,0.00 mcg,5.586 mg,0.459 mg,0.395 mg,0.069 mg,5.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,4.09 mcg,0.686 mg,0.0 mg,3.00 IU,0.28 mg,0.28 mg,1.6 mcg,13.00 mg,0.091 mg,3.22 mg,18.00 mg,0.009 mg,255.00 mg,350.00 mg,25.1 mcg,4.19 mg,27.51 g,1.795 g,2.017 g,2.904 g,0.302 g,4.903 g,1.296 g,1.116 g,0.139 g,1.402 g,2.587 g,2.891 g,0.799 g,1.198 g,1.262 g,1.220 g,1.413 g,0.337 g,1.123 g,1.482 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,7.49 g,2.990 g,3.275 g,0.569 g,84.00 mg,0.0 g,1.25 g,0.00 mg,0.00 mg,64.79 g
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, top round roast, round",100 g,162,3.8g,1.4g,77mg,67.00 mg,80.1 mg,5.00 mcg,0.00 mcg,7.978 mg,0.442 mg,0.291 mg,0.079 mg,8.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.03 mcg,0.784 mg,0.0 mg,1.00 IU,0.28 mg,0.28 mg,1.9 mcg,16.00 mg,0.059 mg,2.89 mg,15.00 mg,0.005 mg,272.00 mg,387.00 mg,27.4 mcg,4.57 mg,30.09 g,2.026 g,2.277 g,3.278 g,0.341 g,5.535 g,1.463 g,1.260 g,0.157 g,1.583 g,2.920 g,3.263 g,0.902 g,1.352 g,1.425 g,1.378 g,1.595 g,0.381 g,1.267 g,1.673 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,3.77 g,1.383 g,1.594 g,0.275 g,77.00 mg,0.0 g,1.29 g,0.00 mg,0.00 mg,64.96 g
"Beef, grilled, cooked, all grades,  trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin",100 g,213,10g,4g,82mg,68.00 mg,65.9 mg,7.00 mcg,0.00 mcg,6.033 mg,0,0.260 mg,0.059 mg,22.00 IU,7.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.16 mcg,0.692 mg,0.0 mg,3.00 IU,0.24 mg,0.24 mg,1.5 mcg,19.00 mg,0.073 mg,3.22 mg,23.00 mg,0.004 mg,224.00 mg,291.00 mg,28.2 mcg,4.67 mg,28.16 g,1.838 g,2.065 g,2.973 g,0.309 g,5.020 g,1.326 g,1.142 g,0.142 g,1.435 g,2.648 g,2.960 g,0.818 g,1.227 g,1.292 g,1.249 g,1.447 g,0.345 g,1.149 g,1.517 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,10.32 g,4.026 g,4.516 g,0.513 g,82.00 mg,0.0 g,1.05 g,0.00 mg,0.00 mg,61.05 g
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast",100 g,213,11g,3.7g,85mg,84.00 mg,0,6.00 mcg,0.00 mcg,4.350 mg,0,0.409 mg,0.085 mg,24.00 IU,7.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,4.62 mcg,0.439 mg,0.0 mg,5.00 IU,0,0,1.6 mcg,6.00 mg,0.135 mg,3.43 mg,26.00 mg,0,234.00 mg,369.00 mg,33.8 mcg,10.65 mg,27.10 g,1.705 g,1.896 g,2.710 g,0.284 g,4.526 g,1.342 g,1.060 g,0.185 g,1.286 g,2.401 g,2.680 g,0.749 g,1.106 g,1.250 g,1.148 g,1.302 g,0.304 g,1.039 g,1.374 g,0.90 g,0.0 g,0.00 g,0,0,0,0,0,0,11.20 g,3.666 g,5.038 g,0.457 g,85.00 mg,0.0 g,1.10 g,0.00 mg,0.00 mg,59.70 g
"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast",100 g,239,14g,4.8g,80mg,92.00 mg,0,7.00 mcg,0.00 mcg,4.037 mg,0,0.267 mg,0.076 mg,23.00 IU,7.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,3.77 mcg,0.408 mg,0.0 mg,7.00 IU,0,0,1.6 mcg,7.00 mg,0.165 mg,3.29 mg,27.00 mg,0,235.00 mg,375.00 mg,34.6 mcg,10.39 mg,26.80 g,1.657 g,1.809 g,2.588 g,0.270 g,4.360 g,1.321 g,0.986 g,0.183 g,1.245 g,2.289 g,2.534 g,0.722 g,1.069 g,1.195 g,1.095 g,1.256 g,0.301 g,0.991 g,1.339 g,1.10 g,0.0 g,0.00 g,0,0,0,0,0,0,14.10 g,4.824 g,6.388 g,0.506 g,80.00 mg,0.0 g,1.10 g,0.00 mg,0.00 mg,56.90 g
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin",100 g,198,8.3g,3.3g,93mg,59.00 mg,73.8 mg,7.00 mcg,0.00 mcg,6.235 mg,0.471 mg,0.441 mg,0.071 mg,5.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,4.57 mcg,0.765 mg,0.0 mg,3.00 IU,0.28 mg,0.28 mg,1.4 mcg,15.00 mg,0.102 mg,3.59 mg,20.00 mg,0.010 mg,285.00 mg,390.00 mg,28.0 mcg,4.68 mg,30.70 g,1.860 g,2.090 g,3.010 g,0.313 g,5.082 g,1.343 g,1.157 g,0.144 g,1.453 g,2.681 g,2.997 g,0.828 g,1.242 g,1.309 g,1.265 g,1.465 g,0.350 g,1.164 g,1.536 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,8.32 g,3.296 g,3.728 g,0.593 g,93.00 mg,0.0 g,1.38 g,0.00 mg,0.00 mg,60.76 g
"Pork, broiled, cooked, with added solution, separable lean and fat, boneless, top loin (chops), loin, fresh",100 g,198,9.4g,3.3g,71mg,302.00 mg,76.6 mg,0.00 mcg,0.00 mcg,8.589 mg,0.893 mg,0.233 mg,0.636 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.73 mcg,0.450 mg,0.0 mg,25.00 IU,0.42 mg,0.42 mg,0.0 mcg,11.00 mg,0.064 mg,0.57 mg,28.00 mg,0.013 mg,307.00 mg,581.00 mg,52.9 mcg,1.70 mg,28.33 g,1.398 g,1.585 g,2.330 g,0.275 g,3.802 g,1.073 g,1.029 g,0.061 g,1.172 g,2.029 g,2.209 g,0.656 g,1.001 g,0.963 g,1.030 g,1.069 g,0.251 g,0.906 g,1.244 g,0.02 g,0.0 g,0.00 g,0,0,0,0,0,0,9.42 g,3.268 g,3.819 g,1.304 g,71.00 mg,0.0 g,2.01 g,0.00 mg,0.00 mg,60.71 g
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye roast",100 g,277,20g,8.5g,80mg,54.00 mg,48.2 mg,6.00 mcg,0.00 mcg,5.281 mg,0.570 mg,0.285 mg,0.072 mg,26.00 IU,8.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.01 mcg,0.480 mg,0.0 mg,6.00 IU,0.08 mg,0.08 mg,1.6 mcg,11.00 mg,0.075 mg,1.87 mg,22.00 mg,0.075 mg,160.00 mg,295.00 mg,31.0 mcg,6.09 mg,24.85 g,1.564 g,1.738 g,2.485 g,0.261 g,4.150 g,1.230 g,0.972 g,0.170 g,1.179 g,2.202 g,2.458 g,0.687 g,1.014 g,1.147 g,1.053 g,1.194 g,0.279 g,0.953 g,1.260 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,19.68 g,8.482 g,9.135 g,0.992 g,80.00 mg,0.0 g,0.98 g,0.00 mg,0.00 mg,55.56 g
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, bone-in, trotter off, leg, fresh, imported, Australian",100 g,131,4.3g,1.8g,76mg,77.00 mg,0,0,0,6.650 mg,0.750 mg,0.400 mg,0.142 mg,9.00 IU,3.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.80 mcg,0.452 mg,0.0 mg,0.00 IU,0.13 mg,0.13 mg,0,3.00 mg,0.129 mg,2.25 mg,23.00 mg,0.005 mg,167.00 mg,238.00 mg,7.1 mcg,2.94 mg,23.11 g,1.315 g,1.378 g,1.896 g,0.236 g,3.084 g,1.220 g,0.604 g,0,0.962 g,1.649 g,1.762 g,0.558 g,0.859 g,0.979 g,0.821 g,0.944 g,0.240 g,0.722 g,1.035 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,4.33 g,1.774 g,1.815 g,0.394 g,76.00 mg,0.0 g,1.01 g,0.00 mg,0.00 mg,73.02 g
"Lamb, cooked, choice, trimmed to 1/4"" fat, separable lean only, composite of trimmed retail cuts, domestic",100 g,206,9.5g,3.4g,92mg,76.00 mg,0,23.00 mcg,0.00 mcg,6.320 mg,0.690 mg,0.280 mg,0.100 mg,0.00 IU,0.00 mcg,0,0,0,0,0,2.61 mcg,0.160 mg,0.0 mg,0,0.19 mg,0.19 mg,0,15.00 mg,0.128 mg,2.05 mg,26.00 mg,0.028 mg,210.00 mg,344.00 mg,26.1 mcg,5.27 mg,28.22 g,1.697 g,1.676 g,2.484 g,0.337 g,4.095 g,1.378 g,0.894 g,0,1.361 g,2.195 g,2.492 g,0.724 g,1.149 g,1.184 g,1.049 g,1.208 g,0.330 g,0.948 g,1.523 g,0.00 g,0.0 g,0,0,0,0,0,0,0,9.52 g,3.400 g,4.170 g,0.620 g,92.00 mg,0,1.14 g,0,0,61.96 g
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, composite of trimmed retail cuts, domestic",100 g,267,22g,9.5g,72mg,58.00 mg,0,18.00 mcg,0.00 mcg,6.100 mg,0.670 mg,0.220 mg,0.120 mg,0.00 IU,0.00 mcg,0,0,0,0,0,2.39 mcg,0.130 mg,0.0 mg,0,0.21 mg,0.21 mg,0,12.00 mg,0.104 mg,1.57 mg,22.00 mg,0.019 mg,160.00 mg,230.00 mg,19.8 mcg,3.33 mg,16.88 g,1.015 g,1.003 g,1.486 g,0.202 g,2.450 g,0.825 g,0.535 g,0,0.815 g,1.313 g,1.491 g,0.433 g,0.687 g,0.708 g,0.628 g,0.723 g,0.197 g,0.567 g,0.911 g,0.00 g,0.0 g,0,0,0,0,0,0,0,21.59 g,9.470 g,8.860 g,1.700 g,72.00 mg,0.0 g,0.88 g,0,0,60.70 g
"Beef, raw, separable lean and fat, boneless, tenderloin steak/roast, loin, grass-fed, imported, Australian",100 g,151,7.6g,3.4g,50mg,62.00 mg,0,0,0,0,0,0,0,4.00 IU,1.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0,0,0.0 mg,0,0,0,0,4.00 mg,0,2.21 mg,0,0,0,0,0,0,20.53 g,1.165 g,1.355 g,1.855 g,0.214 g,3.281 g,0.897 g,0.665 g,0.102 g,0.882 g,1.668 g,1.813 g,0.588 g,0.786 g,0.829 g,0.792 g,0.912 g,0.231 g,0.715 g,0.932 g,0.01 g,0.0 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,7.63 g,3.393 g,3.046 g,0.420 g,50.00 mg,0.0 g,1.06 g,0.00 mg,0.00 mg,71.21 g
"Beef, raw, separable lean only, boneless, bottom round steak/roast, round, grass-fed, imported, Australian",100 g,130,4.9g,2g,54mg,71.00 mg,0,0,0,0,0,0,0,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0,0,0.0 mg,0,0,0,0,4.00 mg,0,2.11 mg,0,0,0,0,0,0,21.40 g,1.237 g,1.439 g,1.970 g,0.228 g,3.485 g,0.953 g,0.706 g,0.108 g,0.937 g,1.771 g,1.925 g,0.624 g,0.834 g,0.881 g,0.841 g,0.969 g,0.245 g,0.759 g,0.990 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,4.93 g,1.959 g,2.129 g,0.349 g,54.00 mg,0.0 g,1.06 g,0.00 mg,0.00 mg,73.31 g
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",100 g,166,4.3g,1.4g,74mg,66.00 mg,81.2 mg,5.00 mcg,0.00 mcg,8.620 mg,0.449 mg,0.232 mg,0.080 mg,7.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.13 mcg,0.820 mg,0.0 mg,2.00 IU,0.34 mg,0.34 mg,1.3 mcg,16.00 mg,0.062 mg,1.86 mg,15.00 mg,0.001 mg,280.00 mg,411.00 mg,28.8 mcg,4.35 mg,29.94 g,1.900 g,2.126 g,3.063 g,0.317 g,5.194 g,1.369 g,1.165 g,0.154 g,1.490 g,2.729 g,3.039 g,0.846 g,1.269 g,1.329 g,1.288 g,1.497 g,0.360 g,1.187 g,1.576 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,4.26 g,1.439 g,1.713 g,0.314 g,74.00 mg,0.0 g,1.21 g,0.00 mg,0.00 mg,64.83 g
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye roast",100 g,290,22g,9.6g,79mg,64.00 mg,48.2 mg,6.00 mcg,0.00 mcg,4.897 mg,0.618 mg,0.296 mg,0.071 mg,27.00 IU,8.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.11 mcg,0.507 mg,0.0 mg,0,0.07 mg,0.07 mg,1.6 mcg,14.00 mg,0.074 mg,2.13 mg,21.00 mg,0.074 mg,149.00 mg,262.00 mg,22.9 mcg,5.39 mg,23.36 g,1.470 g,1.634 g,2.336 g,0.245 g,3.902 g,1.157 g,0.914 g,0.160 g,1.108 g,2.070 g,2.310 g,0.646 g,0.954 g,1.078 g,0.990 g,1.122 g,0.262 g,0.896 g,1.185 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,21.85 g,9.562 g,10.284 g,1.003 g,79.00 mg,0.0 g,0.99 g,0.00 mg,0.00 mg,54.66 g
"Beef, raw, select, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",100 g,133,5.7g,1.6g,74mg,86.00 mg,69.9 mg,3.00 mcg,0.00 mcg,4.830 mg,0.720 mg,0.170 mg,0.070 mg,7.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.98 mcg,0.435 mg,0.0 mg,3.00 IU,0.15 mg,0.15 mg,1.5 mcg,19.00 mg,0.071 mg,2.21 mg,21.00 mg,0.011 mg,200.00 mg,393.00 mg,24.3 mcg,8.29 mg,20.52 g,1.186 g,1.380 g,1.889 g,0.218 g,3.342 g,0.914 g,0.677 g,0.104 g,0.899 g,1.699 g,1.846 g,0.599 g,0.800 g,0.845 g,0.806 g,0.929 g,0.235 g,0.728 g,0.949 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,5.71 g,1.610 g,3.670 g,0.370 g,74.00 mg,0.0 g,1.01 g,0.00 mg,0.00 mg,72.96 g
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, America's Beef Roast, boneless, chuck eye roast",100 g,139,6.2g,2.4g,67mg,85.00 mg,68.7 mg,3.00 mcg,0.00 mcg,4.593 mg,0.590 mg,0.157 mg,0.060 mg,6.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.91 mcg,0.383 mg,0.0 mg,4.00 IU,0.23 mg,0.23 mg,1.5 mcg,17.00 mg,0.063 mg,2.18 mg,21.00 mg,0.011 mg,201.00 mg,332.00 mg,21.8 mcg,8.25 mg,20.67 g,1.195 g,1.390 g,1.903 g,0.220 g,3.366 g,0.920 g,0.682 g,0.104 g,0.905 g,1.711 g,1.859 g,0.603 g,0.806 g,0.851 g,0.812 g,0.936 g,0.237 g,0.733 g,0.956 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,6.21 g,2.354 g,2.938 g,0.299 g,67.00 mg,0.0 g,1.05 g,0.00 mg,0.00 mg,72.16 g
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, roast, bottom round, round",100 g,218,12g,4.4g,85mg,35.00 mg,100.6 mg,8.00 mcg,0.00 mcg,4.616 mg,0.521 mg,0.141 mg,0.061 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.47 mcg,0.347 mg,0.0 mg,0,0.41 mg,0.41 mg,1.5 mcg,6.00 mg,0.063 mg,2.16 mg,17.00 mg,0.009 mg,164.00 mg,214.00 mg,27.0 mcg,4.43 mg,26.41 g,1.660 g,1.765 g,2.487 g,0.352 g,4.098 g,1.662 g,0.871 g,0.287 g,1.242 g,2.172 g,2.307 g,0.711 g,1.078 g,1.301 g,1.075 g,1.091 g,0.179 g,0.870 g,1.354 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,11.64 g,4.418 g,4.964 g,0.449 g,85.00 mg,0.0 g,1.05 g,0.00 mg,0.00 mg,61.60 g
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round",100 g,208,9.7g,3.7g,84mg,37.00 mg,107.8 mg,9.00 mcg,0.00 mcg,4.947 mg,0.558 mg,0.151 mg,0.065 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.57 mcg,0.372 mg,0.0 mg,6.00 IU,0.41 mg,0.41 mg,1.4 mcg,7.00 mg,0.067 mg,2.29 mg,18.00 mg,0.010 mg,174.00 mg,227.00 mg,28.7 mcg,4.70 mg,28.31 g,1.721 g,1.830 g,2.578 g,0.365 g,4.249 g,1.724 g,0.903 g,0.295 g,1.288 g,2.252 g,2.392 g,0.737 g,1.118 g,1.349 g,1.115 g,1.131 g,0.186 g,0.902 g,1.404 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,9.65 g,3.664 g,4.117 g,0.392 g,84.00 mg,0.0 g,1.10 g,0.00 mg,0.00 mg,61.97 g
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast or steak, chuck",100 g,145,6.5g,2.8g,65mg,80.00 mg,72.6 mg,4.00 mcg,0.00 mcg,4.290 mg,0.690 mg,0.192 mg,0.080 mg,6.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,3.26 mcg,0.406 mg,0.0 mg,4.00 IU,0.17 mg,0.17 mg,1.5 mcg,12.00 mg,0.081 mg,2.27 mg,22.00 mg,0.013 mg,200.00 mg,361.00 mg,24.4 mcg,7.82 mg,21.19 g,1.225 g,1.425 g,1.951 g,0.226 g,3.452 g,0.944 g,0.699 g,0.107 g,0.928 g,1.754 g,1.907 g,0.618 g,0.826 g,0.872 g,0.833 g,0.960 g,0.243 g,0.752 g,0.980 g,0.39 g,0.0 g,0.00 g,0,0,0,0,0,0,6.51 g,2.760 g,3.240 g,0.320 g,65.00 mg,0.0 g,1.08 g,0.00 mg,0.00 mg,70.82 g
"Margarine, stick, soybean and partially hydrogenated soybean, 70% fat, margarine-type vegetable oil spread",100 g,628,70g,14g,0,700.00 mg,0,1.00 mcg,0.00 mcg,0,0.001 mg,0.025 mg,0.052 mg,3571.00 IU,0,0,0,0,0,0,0,0.003 mg,0,0,5.59 mg,5.59 mg,0,7.00 mg,0,0.12 mg,2.00 mg,0.014 mg,10.00 mg,46.00 mg,0,0.06 mg,0.26 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53 g,0,0,0,0,0,0,0,0,70.22 g,13.631 g,33.468 g,20.248 g,0.00 mg,0,1.76 g,0,0,26.23 g
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",100 g,223,11g,3.6g,91mg,62.00 mg,61.3 mg,7.00 mcg,0.00 mcg,6.630 mg,0.680 mg,0.350 mg,0.080 mg,8.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.72 mcg,0.524 mg,0.0 mg,4.00 IU,0.07 mg,0.07 mg,1.6 mcg,7.00 mg,0.107 mg,2.36 mg,24.00 mg,0.107 mg,176.00 mg,312.00 mg,35.0 mcg,8.49 mg,30.64 g,2.167 g,2.459 g,3.535 g,0.369 g,5.932 g,1.568 g,1.383 g,0.155 g,1.691 g,3.151 g,3.535 g,0.968 g,1.445 g,1.552 g,1.491 g,1.706 g,0.400 g,1.368 g,1.783 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,11.16 g,3.647 g,4.594 g,0.486 g,91.00 mg,0.0 g,1.09 g,0.00 mg,0.00 mg,58.01 g
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",100 g,242,14g,4.8g,93mg,64.00 mg,61.4 mg,7.00 mcg,0.00 mcg,6.365 mg,0.700 mg,0.355 mg,0.090 mg,5.00 IU,2.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,3.10 mcg,0.471 mg,0.0 mg,5.00 IU,0.11 mg,0.11 mg,1.6 mcg,7.00 mg,0.107 mg,2.51 mg,23.00 mg,0.107 mg,168.00 mg,298.00 mg,33.7 mcg,8.14 mg,29.56 g,1.843 g,2.062 g,2.971 g,0.308 g,5.038 g,1.328 g,1.130 g,0.149 g,1.445 g,2.647 g,2.948 g,0.820 g,1.230 g,1.289 g,1.249 g,1.452 g,0.350 g,1.151 g,1.529 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,13.72 g,4.760 g,6.088 g,0.597 g,93.00 mg,0.0 g,1.03 g,0.00 mg,0.00 mg,56.33 g
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",100 g,157,3.4g,1.3g,79mg,63.00 mg,80.5 mg,5.00 mcg,0.00 mcg,8.335 mg,0.465 mg,0.234 mg,0.080 mg,9.00 IU,3.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.61 mcg,0.807 mg,0.0 mg,1.00 IU,0.28 mg,0.28 mg,1.3 mcg,16.00 mg,0.045 mg,1.74 mg,14.00 mg,0.002 mg,281.00 mg,394.00 mg,28.1 mcg,4.28 mg,29.52 g,2.196 g,2.492 g,3.582 g,0.374 g,6.011 g,1.588 g,1.402 g,0.157 g,1.713 g,3.193 g,3.582 g,0.981 g,1.464 g,1.573 g,1.511 g,1.729 g,0.405 g,1.386 g,1.807 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,3.43 g,1.280 g,1.438 g,0.266 g,79.00 mg,0.0 g,1.19 g,0.00 mg,0.00 mg,66.20 g
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts, domestic",100 g,243,19g,8.1g,70mg,59.00 mg,0,19.00 mcg,0.00 mcg,6.070 mg,0.680 mg,0.220 mg,0.120 mg,0.00 IU,0.00 mcg,0,0,0,0,0,2.44 mcg,0.140 mg,0.0 mg,0,0,0,0,12.00 mg,0.108 mg,1.62 mg,22.00 mg,0.020 mg,166.00 mg,239.00 mg,19.7 mcg,3.52 mg,17.54 g,1.055 g,1.042 g,1.544 g,0.209 g,2.546 g,0.857 g,0.556 g,0,0.846 g,1.365 g,1.549 g,0.450 g,0.714 g,0.736 g,0.652 g,0.751 g,0.205 g,0.590 g,0.947 g,0.00 g,0.0 g,0,0,0,0,0,0,0,18.66 g,8.070 g,7.650 g,1.480 g,70.00 mg,0,0.92 g,0,0,63.17 g
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",100 g,217,11g,4.6g,81mg,68.00 mg,66.1 mg,7.00 mcg,0.00 mcg,6.292 mg,0.307 mg,0.270 mg,0.057 mg,5.00 IU,1.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.89 mcg,0.758 mg,0.0 mg,3.00 IU,0.14 mg,0.14 mg,1.5 mcg,19.00 mg,0.079 mg,3.57 mg,20.00 mg,0.004 mg,210.00 mg,280.00 mg,30.4 mcg,4.69 mg,27.48 g,1.713 g,1.917 g,2.761 g,0.286 g,4.682 g,1.234 g,1.050 g,0.139 g,1.343 g,2.460 g,2.740 g,0.762 g,1.143 g,1.198 g,1.161 g,1.349 g,0.325 g,1.070 g,1.421 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,11.05 g,4.600 g,5.159 g,0.583 g,81.00 mg,0.0 g,1.02 g,0.00 mg,0.00 mg,60.60 g
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, top round roast, round",100 g,157,3.7g,1.4g,78mg,67.00 mg,78.7 mg,5.00 mcg,0.00 mcg,7.555 mg,0.455 mg,0.306 mg,0.078 mg,14.00 IU,4.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,2.00 mcg,0.768 mg,0.0 mg,1.00 IU,0.26 mg,0.26 mg,1.9 mcg,17.00 mg,0.058 mg,2.88 mg,15.00 mg,0.003 mg,269.00 mg,387.00 mg,27.8 mcg,4.34 mg,30.97 g,1.949 g,2.166 g,3.097 g,0.325 g,5.172 g,1.533 g,1.212 g,0.212 g,1.469 g,2.744 g,3.063 g,0.856 g,1.264 g,1.429 g,1.312 g,1.487 g,0.347 g,1.187 g,1.570 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,3.72 g,1.421 g,1.558 g,0.285 g,78.00 mg,0.0 g,1.27 g,0.00 mg,0.00 mg,65.14 g
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",100 g,217,9.7g,3.9g,93mg,58.00 mg,106.5 mg,7.00 mcg,0.00 mcg,5.579 mg,0.342 mg,0.398 mg,0.061 mg,23.00 IU,7.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,4.08 mcg,0.708 mg,0.0 mg,3.00 IU,0.12 mg,0.12 mg,1.6 mcg,14.00 mg,0.088 mg,3.32 mg,19.00 mg,0.009 mg,258.00 mg,356.00 mg,25.2 mcg,4.54 mg,30.21 g,1.729 g,1.888 g,2.702 g,0.282 g,4.550 g,1.379 g,1.029 g,0.191 g,1.299 g,2.389 g,2.645 g,0.754 g,1.116 g,1.247 g,1.143 g,1.311 g,0.314 g,1.034 g,1.397 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,9.71 g,3.850 g,4.415 g,0.662 g,93.00 mg,0.0 g,1.38 g,0.00 mg,0.00 mg,59.78 g
